domain,agency,organization,city,state,expires,status
PRESQUEISLEMAINE.GOV,Non-Federal Agency,City of Presque Isle,Presque Isle,ME,04 Mar 19 18:59 EST,"Error: x509: certificate is valid for *.townsquareinteractive.com, townsquareinteractive.com, not presqueislemaine.gov"
PRESTONCOUNTYWV.GOV,Non-Federal Agency,Preston County Commission,Kingwood,WV,11 Apr 19 08:44 EDT,Expires 1 month from now (11 Apr 19)
PRETRIALSERVICES.GOV,Court Services and Offender Supervision,Pretrial Services Agency for the District of Columbia,Washington,DC,19 Aug 19 08:00 EDT,Expires 6 months from now (19 Aug 19)
PREVENTHAIAZ.GOV,Non-Federal Agency,Arizona Department of Health Services,Phoenix,AZ,20 Nov 19 07:00 EST,"Error: x509: certificate is valid for *.azdhs.gov, azdhs.gov, not preventhaiaz.gov"
PRIESTRIVER-ID.GOV,Non-Federal Agency,City of Priest River,Priest River,ID,14 May 19 03:42 EDT,Expires 2 months from now (14 May 19)
PRINCEGEORGECOUNTYVA.GOV,Non-Federal Agency,County of Prince George,Prince George,VA,,dial tcp 71.6.189.45:443: i/o timeout
PRINCEGEORGESCOUNTYMD.GOV,Non-Federal Agency,Prince George's County/Office of Information Technology and Communications,Largo,MD,28 Jan 21 07:47 EST,Expires 2 years from now (28 Jan 21)
PRINCETONNJ.GOV,Non-Federal Agency,Princeton,Princeton,NJ,21 Feb 19 08:55 EST,Expires 4 days from now (21 Feb 19)
PRINCETONTX.GOV,Non-Federal Agency,City of Princeton,Princeton,TX,31 Jul 19 19:59 EDT,Expires 5 months from now (31 Jul 19)
PRINCETONWV.GOV,Non-Federal Agency,Princeton Police Department,Princeton,WV,,dial tcp: lookup princetonwv.gov: no such host
PRINCEWILLIAMVA.GOV,Non-Federal Agency,Prince William County,Prince William,VA,15 May 19 10:13 EDT,Expires 2 months from now (15 May 19)
PRIVACYSHIELD.GOV,Department of Commerce,International Trade Administration,Washington,DC,13 Jun 20 16:35 EDT,"Error: x509: certificate is valid for www.buyusa.gov, buyusa.gov, not privacyshield.gov"
PROCTORMN.GOV,Non-Federal Agency,City of Proctor,Proctor,MN,,read tcp 192.168.1.211:50261->207.54.144.197:443: read: connection reset by peer
PROJECTSAFECHILDHOOD.GOV,Department of Justice,U.S. Department of Justice,Potomac,MD,21 Jun 20 13:08 EDT,Expires 1 year from now (21 Jun 20)
PROJECTSAFENEIGHBORHOODS.GOV,Department of Justice,Justice Data Center,Rockville,MD,04 Feb 21 13:29 EST,Expires 2 years from now (04 Feb 21)
PROMESA.GOV,Non-Federal Agency,Financial Oversight and Management Board for Puerto Rico,San Juan,Puerto Rico,,dial tcp: lookup promesa.gov: no such host
PROSPERTX.GOV,Non-Federal Agency,Town of Prosper,Prosper,TX,14 May 19 16:37 EDT,"Error: x509: certificate is valid for vpc01-redi02-tls-test1.imag-infra.net, vpc01-redi02-tls-test2.imag-infra.net, vpc01-redi02.imag-infra.net, not prospertx.gov"
PROTECCIONDELCONSUMIDOR.GOV,Federal Trade Commission,Federal Trade Commission,Washington,DC,28 Sep 19 08:00 EDT,Expires 7 months from now (28 Sep 19)
PROTECTKIDSONLINEWI.GOV,Non-Federal Agency,Wisconsin Department of Justice,Madison,WI,27 Jul 19 14:04 EDT,Error: x509: certificate signed by unknown authority
PROTECTYOURMOVE.GOV,Department of Transportation,Federal Motor Carrier Safety Administration,Washington,DC,,dial tcp: lookup protectyourmove.gov: no such host
PROVIDENCERI.GOV,Non-Federal Agency,City of Providence,Providence,RI,05 Mar 19 20:27 EST,Expires 2 weeks from now (05 Mar 19)
PROVINCETOWN-MA.GOV,Non-Federal Agency,Town of Provincetown,Provincetown,MA,08 Aug 19 08:00 EDT,Expires 5 months from now (08 Aug 19)
PSA.GOV,Court Services and Offender Supervision,Court Services and Offender Supervision Agency,Washington,DC,19 Aug 19 08:00 EDT,Expires 6 months from now (19 Aug 19)
PSC.GOV,Department of Health and Human Services,Program Support Center,Rockville,MD,10 Dec 20 07:00 EST,Expires 2 years from now (10 Dec 20)
PSCR.GOV,Department of Commerce,Institute for Telecommunication Sciences,Boulder,CO,23 Mar 19 08:00 EDT,Expires 1 month from now (23 Mar 19)
PSD.GOV,GOV Domain OPS,GSA Office of Governmentwide Policy,Washington,DC,,dial tcp: lookup psd.gov: no such host
PSOB.GOV,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",Potomac,MD,24 Oct 19 08:00 EDT,Expires 8 months from now (24 Oct 19)
PSUP.GOV,GOV Domain OPS,GSA - Office of Governmentwide Policy,Washington,DC,,dial tcp: lookup psup.gov: no such host
PTF.GOV,The Intelligence Community,Prosecution Task Force,Washington,DC,,dial tcp: lookup ptf.gov: no such host
PTT.GOV,General Services Administration,GSA,Washington,DC,,dial tcp 4.30.228.74:443: i/o timeout
PUBMED.GOV,Department of Health and Human Services,National Library of Medicine,Bethesda,MD,12 Aug 20 08:00 EDT,Expires 2 years from now (12 Aug 20)
PUBSERVICES.GOV,GOV Domain OPS,OGP - General Services Administration,Washington,DC,,dial tcp: lookup pubservices.gov: no such host
PUEBLOCOUNTYCO.GOV,Non-Federal Agency,"Pueblo County, Colorado",Pueblo,CO,,dial tcp: i/o timeout
PULASKICOUNTYIL.GOV,Non-Federal Agency,Pulaski County Detention Center,Ullin,IL,,dial tcp 64.83.240.51:443: i/o timeout
PULASKICOUNTYVA.GOV,Non-Federal Agency,County of Pulaski,Pulaski,VA,,dial tcp: lookup pulaskicountyva.gov: no such host
PULLMAN-WA.GOV,Non-Federal Agency,City of Pullman,Pullman,WA,26 May 19 08:00 EDT,Error: x509: certificate signed by unknown authority
PURCELLVILLEVA.GOV,Non-Federal Agency,Town of Purcellville,Purcellville,VA,31 May 19 08:00 EDT,Expires 3 months from now (31 May 19)
PURCHASING.GOV,United States Postal Service,U.S. Postal Service,Raleigh,NC,,dial tcp 56.0.133.28:443: i/o timeout
PURVIS-MS.GOV,Non-Federal Agency,City of Purvis,Purvis,MS,13 Mar 19 19:59 EDT,Expires 3 weeks from now (13 Mar 19)
PUTNAMCOUNTYNY.GOV,Non-Federal Agency,Putnam County,Carmel,NY,,dial tcp 64.72.67.52:443: i/o timeout
PUTNAMCOUNTYOHIO.GOV,Non-Federal Agency,Putnam County Commissioneers,Ottawa,OH,06 May 19 11:42 EDT,Expires 2 months from now (06 May 19)
PUTNAMCOUNTYTN.GOV,Non-Federal Agency,Putnam County Tennessee,Cookeville,TN,28 Jul 19 08:00 EDT,Expires 5 months from now (28 Jul 19)
PUYALLUPTRIBE-NSN.GOV,Indian Affairs,Puyallup Tribe of Indians,Tacoma,WA,,dial tcp: lookup puyalluptribe-nsn.gov: no such host
QAAZ.GOV,Non-Federal Agency,"State of Arizona, Department of Administration",Phoenix,AZ,,dial tcp: lookup qaaz.gov: no such host
QAAZDHS.GOV,Non-Federal Agency,Arizona Department of Health Services,Phoenix,AZ,31 Dec 69 19:00 EST,Error: dial tcp: lookup qaazdhs.gov: no such host
QART.GOV,Director of National Intelligence,Office of the Director of National Intelligence,Washington,DC,03 Oct 19 08:00 EDT,Expires 7 months from now (03 Oct 19)
QATESTTWAI.GOV,Department of the Treasury,Financial Management Service (NESB Branch),Hyattsville,MD,,read tcp [2605:a000:1327:4ca:887a:3d3:d213:1899]:50362->[2605:3100:fffb:100::7c]:443: read: connection reset by peer
QCV-NSN.GOV,Indian Affairs,The Tulalip Tribes of Washington,Tulalip,WA,29 Oct 20 08:00 EDT,"Error: x509: certificate is valid for *.tulaliptribes-nsn.gov, tulaliptribes-nsn.gov, www.tulaliptribes-nsn.gov, employment.tulaliptribes-nsn.gov, share.tulaliptribes-nsn.gov, assets.tulaliptribes-nsn.gov, not qcv-nsn.gov"
QTRIBE-NSN.GOV,Indian Affairs,Qawalangin Tribe of Unalaska,Unalaska,AK,25 Mar 19 10:20 EDT,Expires 1 month from now (25 Mar 19)
QUALITYFIRSTAZ.GOV,Non-Federal Agency,"State of Arizona, Department of Administration",Phoenix,AZ,09 Jun 20 09:17 EDT,"Error: x509: certificate is valid for *.azftf.gov, azftf.gov, not qualityfirstaz.gov"
QUAYCOUNTY-NM.GOV,Non-Federal Agency,Quay County,Tucumcari,NM,31 Jan 19 12:46 EST,Expired 2 weeks ago (31 Jan 19)
QUIC.GOV,Department of Health and Human Services,AHRQ,Rockville,MD,,read tcp 192.168.1.211:50352->162.99.46.15:443: read: connection reset by peer
QUINCYIL.GOV,Non-Federal Agency,City of Quincy,Quincy,IL,21 Nov 20 11:13 EST,Expires 2 years from now (21 Nov 20)
QUINCYMA.GOV,Non-Federal Agency,City of Quincy,Quincy,MA,11 Oct 20 13:22 EDT,Expires 2 years from now (11 Oct 20)
QUITMANGA.GOV,Non-Federal Agency,City of Quitman,Quitman,GA,07 Feb 20 09:32 EST,"Error: x509: certificate is valid for *.sophicity.com, sophicity.com, not quitmanga.gov"
QVIR-NSN.GOV,Indian Affairs,Quartz Valley Indian Reservation,Fort jones,CA,25 Mar 19 07:55 EDT,Expires 1 month from now (25 Mar 19)
RADFORDVA.GOV,Non-Federal Agency,City of Radford,Radford,VA,09 Oct 19 19:59 EDT,Expires 7 months from now (09 Oct 19)
RAHWAYNJ.GOV,Non-Federal Agency,City of Rahway,Rahway,NJ,20 Jul 19 08:00 EDT,"Error: x509: certificate is valid for *.wpengine.com, wpengine.com, not rahwaynj.gov"
RALEIGHNC.GOV,Non-Federal Agency,City of Raleigh NC,Raleigh,NC,10 Mar 20 08:00 EDT,Expires 1 year from now (10 Mar 20)
RALLSCOUNTYMO.GOV,Non-Federal Agency,"County of Ralls, MO",New London,MO,,dial tcp: lookup rallscountymo.gov: no such host
RAMAPO-NY.GOV,Non-Federal Agency,Town of Ramapo,Suffern,NY,08 Jan 08 13:25 EST,Expired 11 years ago (08 Jan 08)
RAMONA-NSN.GOV,Indian Affairs,Ramona Band of Cahuilla Mission Indians,Anza,CA,30 Apr 19 21:41 EDT,Expires 2 months from now (30 Apr 19)
RANCHOMIRAGECA.GOV,Non-Federal Agency,City of Rancho Mirage,Rancho Mirage,CA,13 Jan 20 01:22 EST,Expires 11 months from now (13 Jan 20)
RANDOLPH-MA.GOV,Non-Federal Agency,Town of Radolph Massachusetts,Randolph,MA,28 Apr 19 05:06 EDT,Expires 2 months from now (28 Apr 19)
RANDOLPHCOUNTY-MO.GOV,Non-Federal Agency,Randolph County Missouri,Huntsville,MO,,dial tcp 65.255.144.228:443: i/o timeout
RANDOLPHCOUNTYALABAMA.GOV,Non-Federal Agency,Randolph County Commission,Wedowee,AL,21 Aug 20 19:59 EDT,"Error: x509: certificate is valid for *.netsolhost.com, netsolhost.com, not randolphcountyalabama.gov"
RANDOLPHCOUNTYNC.GOV,Non-Federal Agency,Randolph County,Asheboro,NC,,dial tcp: lookup randolphcountync.gov: no such host
RANGELYCO.GOV,Non-Federal Agency,Town Of Rangely,Rangely,CO,,dial tcp: lookup rangelyco.gov: no such host
RANGERTX.GOV,Non-Federal Agency,CIty of Ranger,Ranger,TX,02 Nov 19 08:00 EDT,"Error: x509: certificate is valid for *.weebly.com, weebly.com, not rangertx.gov"
RAPPAHANNOCKCOUNTYVA.GOV,Non-Federal Agency,"County of Rappahannock, Virginia",Washington,VA,,tls: oversized record received with length 20527
RARITANTWPNJ.GOV,Non-Federal Agency,Raritan Township,Flemington,NJ,,dial tcp 0.0.0.0:443: connect: connection refused
RATONNM.GOV,Non-Federal Agency,City of Raton,Raton,NM,12 Oct 19 19:59 EDT,Expires 7 months from now (12 Oct 19)
RAVENNAOH.GOV,Non-Federal Agency,City of Ravenna,Ravenna,OH,17 Dec 19 07:40 EST,"Error: x509: certificate is valid for *.azurewebsites.net, *.scm.azurewebsites.net, *.azure-mobile.net, *.scm.azure-mobile.net, *.sso.azurewebsites.net, not ravennaoh.gov"
RAYCITYGA.GOV,Non-Federal Agency,City of Ray City,Ray City,GA,,EOF
RAYMONDNH.GOV,Non-Federal Agency,"Town of Raymond, NH",Raymond,NH,22 Apr 19 19:59 EDT,Expires 2 months from now (22 Apr 19)
RCFL.GOV,Department of Justice,RCFL,McLean,VA,15 Apr 19 19:59 EDT,Expires 1 month from now (15 Apr 19)
REACHNJ.GOV,Non-Federal Agency,NJ Office of Information Technology,Trenton,NJ,10 Jul 19 08:00 EDT,Error: x509: certificate signed by unknown authority
READ.GOV,Library of Congress,Library of Congress,Washington,DC,16 Jun 20 11:16 EDT,"Error: x509: certificate is valid for *.loc.gov, loc.gov, not read.gov"
READINGMA.GOV,Non-Federal Agency,TOWN OF READING,READING,MA,28 Apr 19 05:32 EDT,Expires 2 months from now (28 Apr 19)
READINGPA.GOV,Non-Federal Agency,City of Reading,Reading,PA,,dial tcp: lookup readingpa.gov: no such host
READINGTONTWPNJ.GOV,Non-Federal Agency,Readington Township,Whitehouse Station,NJ,28 Apr 19 01:05 EDT,Expires 2 months from now (28 Apr 19)
READY.GOV,Department of Homeland Security,Office of Public Affairs,Washington,DC,05 Feb 20 07:00 EST,Expires 11 months from now (05 Feb 20)
READYALABAMA.GOV,Non-Federal Agency,Governor's Office of Faith-Based and Community Initiatives,Montgomery,AL,21 Apr 19 19:59 EDT,Expires 2 months from now (21 Apr 19)
READYALBANYCOUNTY-NY.GOV,Non-Federal Agency,Albany County,Albany,NY,17 Dec 19 07:40 EST,"Error: x509: certificate is valid for *.azurewebsites.net, *.scm.azurewebsites.net, *.azure-mobile.net, *.scm.azure-mobile.net, *.sso.azurewebsites.net, not readyalbanycounty-ny.gov"
READYBUSINESS.GOV,Department of Homeland Security,Department of Homeland Security,Washington,DC,05 Feb 20 07:00 EST,Expires 11 months from now (05 Feb 20)
READYHARRISCOUNTYTX.GOV,Non-Federal Agency,Harris County Texas,Houston,TX,,dial tcp: i/o timeout
READYHOUSTONTX.GOV,Non-Federal Agency,City of Houston,Houston,TX,10 May 19 13:04 EDT,Expires 2 months from now (10 May 19)
READYMCHENRYCOUNTYIL.GOV,Non-Federal Agency,McHenry County Government Center,Woodstock,IL,,dial tcp: i/o timeout
READYMCHENRYCOUNTYILLINOIS.GOV,Non-Federal Agency,McHenry County Government Center,Woodstock,IL,,dial tcp: i/o timeout
READYNH.GOV,Non-Federal Agency,"State of New Hampshire, Dept of Information Technology",Concord,NH,13 Mar 21 11:51 EST,Expires 2 years from now (13 Mar 21)
READYSOUTHTEXAS.GOV,Non-Federal Agency,City of San Antonio,San Antonio,TX,22 Aug 20 10:12 EDT,"Error: x509: certificate is valid for SanAntonio.gov, www.SanAntonio.gov, www.porvidasa.com, www.sahbgcc.com, www.filmsanantonio.com, www.hugmantour.com, www.getcreativesanantonio.com, www.downtowntuesday.com, www.sanantoniofec.org, www.lavillitasanantonio.com, www.mysapl.org, www.saoemprepare.com, www.missionmarquee.com, www.opensanantonio.com, www.readysouthtexas.gov, www.readysouthtexasapp.com, www.renewsa.com, www.safloodsafe.com, www.reworkssa.org, www.satppc.com, www.travisparksa.com, www.stinson100.com, www.safdwildfire.com, www.worldheritagefestival.org, www.remembertheriver.com, www.worldheritagesa.com, www.stinson-airport.com, www.spanishgovernorspalace.org, www.marketsquaresa.com, www.missionnonstop.com, www.lightupdowntownsa.com, www.saspeakup.com, not readysouthtexas.gov"
READYVIRGINIA.GOV,Non-Federal Agency,Virginia Department of Emergency Management,Richmond,VA,16 Sep 19 19:59 EDT,"Error: x509: certificate is valid for www.vaemergency.gov, vaemergency.gov, not readyvirginia.gov"
READYWESTLINNOR.GOV,Non-Federal Agency,City of West Linn,West Linn,OR,21 May 20 12:52 EDT,"Error: x509: certificate is valid for *.teamaha.com, teamaha.com, not readywestlinnor.gov"
READYWV.GOV,Non-Federal Agency,WVDHSEM,Charleston,WV,,dial tcp: lookup readywv.gov: no such host
REAGANLIBRARY.GOV,National Archives and Records Administration,Policy and Planning,College Park,MD,15 Sep 19 11:29 EDT,Expires 7 months from now (15 Sep 19)
REALESTATESALES.GOV,General Services Administration,Office of Real Property Utilization and Disposal (PBS),Washington,DC,26 Aug 19 08:00 EDT,Expires 6 months from now (26 Aug 19)
REALPROPERTYPROFILE.GOV,General Services Administration,General Services Administration ,Washington,DC,27 Jun 20 19:59 EDT,Expires 1 year from now (27 Jun 20)
REBUILDFLORIDA.GOV,Non-Federal Agency,DEO,Tallahassee,FL,06 May 20 08:00 EDT,"Error: x509: certificate is valid for *.floridajobs.org, floridajobs.org, www.floridajobs.org, not rebuildflorida.gov"
RECALLS.GOV,Consumer Product Safety Commission,Consumer Product Safety Commission,Bethesda,MD,04 Sep 19 10:31 EDT,Expires 6 months from now (04 Sep 19)
RECORDSMANAGEMENT.GOV,National Archives and Records Administration,National Archives,College Park,MD,,dial tcp 207.245.165.116:443: i/o timeout
RECOVERYMONTH.GOV,Department of Health and Human Services,SAMHSA,Rockville,MD,24 Jun 20 15:33 EDT,Expires 1 year from now (24 Jun 20)
RECREATION.GOV,U.S. Department of Agriculture,Department of Agriculture,Ogden,UT,29 Jun 20 12:06 EDT,Expires 1 year from now (29 Jun 20)
RECYCLEOHIO.GOV,Non-Federal Agency,State of Ohio,Columbus,OH,10 Jan 21 18:59 EST,"Error: x509: certificate is valid for www.ohio.gov, aging.ohio.gov, apps.cswmft.ohio.gov, apps.med.ohio.gov, benefits.ohio.gov, cswmft.ohio.gov, dasapps.ohio.gov, dw.ohio.gov, finsource.ohio.gov, homelandsecurity.ohio.gov, interactivebudget.ohio.gov, obm.ohio.gov, ohio.gov, publicnotice.ohio.gov, remitlookup.obm.ohio.gov, supplier.obm.ohio.gov, survey.ohio.gov, temp.ohio.gov, www.aging.ohio.gov, www.benefits.ohio.gov, www.cswmft.ohio.gov, www.dasapps.ohio.gov, www.dw.ohio.gov, www.finsource.ohio.gov, www.homelandsecurity.ohio.gov, www.interactivebudget.ohio.gov, www.obm.ohio.gov, www.publicnotice.ohio.gov, www.remitlookup.obm.ohio.gov, www.supplier.obm.ohio.gov, www.survey.ohio.gov, www.temp.ohio.gov, not recycleohio.gov"
REDBANKTN.GOV,Non-Federal Agency,City of Red Bank,Red Bank,TN,29 Nov 19 18:59 EST,Expires 9 months from now (29 Nov 19)
REDBAY-AL.GOV,Non-Federal Agency,City of Red Bay,Red Bay,AL,,remote error: tls: internal error
REDCLIFF-NSN.GOV,Indian Affairs,Red Cliff Band of Lake Superior Chippewa,Bayfield,WI,,dial tcp 68.234.68.211:443: i/o timeout
REDDING-CA.GOV,Non-Federal Agency,City of Redding,Redding,CA,,read tcp 192.168.1.211:50477->135.84.124.41:443: read: connection reset by peer
REDMOND.GOV,Non-Federal Agency,City of Redmond,Redmond,WA,15 Apr 20 08:00 EDT,Expires 1 year from now (15 Apr 20)
REDMONDOREGON.GOV,Non-Federal Agency,City of Redmond,Redmond,OR,,dial tcp: lookup redmondoregon.gov: no such host
REEDSBURGWI.GOV,Non-Federal Agency,City of Reedsburg,Reedsburg,WI,14 Mar 19 16:47 EDT,Expires 3 weeks from now (14 Mar 19)
REGINFO.GOV,General Services Administration,Regulatory Information Service Center (RISC),Washington,DC,17 Sep 19 08:00 EDT,Expires 7 months from now (17 Sep 19)
REGISTERTOVOTEFLORIDA.GOV,Non-Federal Agency,Florida Department of State,Tallahassee,FL,20 Jun 20 12:39 EDT,Expires 1 year from now (20 Jun 20)
REGISTERTOVOTENV.GOV,Non-Federal Agency,Nevada Secretary of State,Carson City,NV,15 Feb 21 10:48 EST,Error: x509: certificate signed by unknown authority
REGULATIONS.GOV,Environmental Protection Agency,US EPA,Washington,DC,09 Dec 19 07:00 EST,Expires 9 months from now (09 Dec 19)
REIDSVILLENC.GOV,Non-Federal Agency,City of Reidsville,Reidsville,NC,,read tcp 192.168.1.211:50509->184.154.61.162:443: read: connection reset by peer
RELAYUTAH.GOV,Non-Federal Agency,State of Utah PSC,Salt Lake City,UT,22 Oct 20 19:59 EDT,"Error: x509: certificate is valid for *.utah.gov, utah.gov, not relayutah.gov"
RELOCATEFEDS.GOV,Environmental Protection Agency,Federal Employee Relocation Center,Cincinnati,OH,08 Apr 20 08:00 EDT,Expires 1 year from now (08 Apr 20)
REMINGTON-VA.GOV,Non-Federal Agency,Town of Remington,Remington,VA,27 Oct 18 20:00 EDT,Expired 3 months ago (27 Oct 18)
RENO.GOV,Non-Federal Agency,City of Reno,Reno,NV,,read tcp 192.168.1.211:50493->135.84.124.41:443: read: connection reset by peer
RENONV.GOV,Non-Federal Agency,City of Reno,Reno,NV,,dial tcp 128.92.132.30:443: i/o timeout
RENOTX.GOV,Non-Federal Agency,City of Reno,Reno,TX,15 Apr 19 11:55 EDT,Expires 1 month from now (15 Apr 19)
RENSSELAERNY.GOV,Non-Federal Agency,"City of Renssealaer, NY",Rensselaer,NY,,dial tcp 64.140.223.35:443: connect: connection refused
RENTONWA.GOV,Non-Federal Agency,City of Renton,Renton,WA,31 May 20 08:00 EDT,Expires 1 year from now (31 May 20)
REO.GOV,U.S. Department of Agriculture,Regional Ecosystem Office,Portland,OR,13 Dec 18 16:21 EST,Expired 2 months ago (13 Dec 18)
REPORTBAND.GOV,Department of the Interior,USGS Bird Banding Laboratory,Laurel,MD,29 Jan 20 07:00 EST,Expires 11 months from now (29 Jan 20)
REPORTING.GOV,General Services Administration,GSA Office of Government-wide Policy,Washington,DC,10 Sep 20 19:59 EDT,Expires 2 years from now (10 Sep 20)
REPORTITTN.GOV,Non-Federal Agency,Office for Information Resources,Nashville,TN,,dial tcp: lookup reportittn.gov: no such host
REPUBLICANLEADER.GOV,The Legislative Branch,US House of Representatives,Washington,DC,03 Mar 21 07:00 EST,Expires 2 years from now (03 Mar 21)
REPUBLICANS.GOV,The Legislative Branch,House Republican Conference,Washington,DC,,dial tcp 143.228.132.28:443: i/o timeout
REPUBLICANWHIP.GOV,The Legislative Branch,US House of Representatives,Washington,DC,03 Mar 21 07:00 EST,Expires 2 years from now (03 Mar 21)
REPUBLICMO.GOV,Non-Federal Agency,"City of Republic, Missouri",Republic,MO,17 Dec 19 18:59 EST,Expires 10 months from now (17 Dec 19)
RESEARCH.GOV,National Science Foundation,National Science Foundation,Alexandria,VA,06 May 19 08:00 EDT,Expires 2 months from now (06 May 19)
RESOURCECOOP-MN.GOV,Non-Federal Agency,Resource Training and Solutions,Sartell,MN,03 Apr 19 12:32 EDT,Expires 1 month from now (03 Apr 19)
RESPONSEND.GOV,Non-Federal Agency,"State of North Dakota, ITD ",Bismarck,ND,,dial tcp: lookup responsend.gov: no such host
